ano,muni,uf,regiao,idhm,idhm_e,idhm_l,idhm_r,espvida,rdpc,gini,pop,lat,lon
2010,BARRA DO RIO AZUL,RS,Sul,0.723,0.638,0.842,0.703,75.5,634.55,0.4,1965,-27.409,-52.41
2010,BARRA FUNDA,RS,Sul,0.763,0.71,0.856,0.731,76.36,757.01,0.39,2355,-27.923,-53.039
2010,BARROS CASSAL,RS,Sul,0.65,0.5,0.795,0.69,72.71,587.45,0.51,10867,-29.093,-52.583
2010,BENJAMIN CONSTANT DO SUL,RS,Sul,0.619,0.492,0.801,0.601,73.03,336.44,0.48,2298,-27.51,-52.598
2010,BENTO GONÇALVES,RS,Sul,0.778,0.695,0.842,0.805,75.52,1196.56,0.44,106666,-29.171,-51.519
2010,BOA VISTA DAS MISSÕES,RS,Sul,0.676,0.561,0.825,0.666,74.5,505.89,0.44,2108,-27.663,-53.314
2010,BOA VISTA DO BURICÁ,RS,Sul,0.762,0.697,0.834,0.761,75.02,909.95,0.43,6472,-27.669,-54.11
2010,BOA VISTA DO CADEADO,RS,Sul,0.703,0.59,0.851,0.692,76.04,594.94,0.4,2427,-28.607,-53.815
2010,BOA VISTA DO INCRA,RS,Sul,0.731,0.641,0.867,0.703,77.02,633.52,0.45,2370,-28.819,-53.387
2010,BOA VISTA DO SUL,RS,Sul,0.728,0.587,0.852,0.77,76.11,964.35,0.45,2776,-29.351,-51.676
2010,BOM JESUS,RS,Sul,0.666,0.51,0.832,0.697,74.89,611.26,0.52,11393,-28.668,-50.417
2010,BOM PRINCÍPIO,RS,Sul,0.746,0.661,0.836,0.751,75.18,855.42,0.37,11727,-29.489,-51.353
2010,BOM PROGRESSO,RS,Sul,0.723,0.643,0.84,0.7,75.42,623.82,0.52,2304,-27.544,-53.866
2010,BOM RETIRO DO SUL,RS,Sul,0.739,0.649,0.857,0.725,76.39,728.62,0.38,11410,-29.609,-51.943
2010,BOQUEIRÃO DO LEÃO,RS,Sul,0.7,0.562,0.843,0.725,75.59,726.61,0.47,7542,-29.304,-52.429
2010,BOSSOROCA,RS,Sul,0.692,0.608,0.821,0.665,74.24,502.18,0.49,6766,-28.73,-54.9
2010,BOZANO,RS,Sul,0.745,0.628,0.853,0.773,76.18,982.06,0.42,2195,-28.368,-53.771
2010,BRAGA,RS,Sul,0.674,0.563,0.83,0.656,74.81,475.39,0.47,3641,-27.614,-53.739
2010,BROCHIER,RS,Sul,0.699,0.554,0.851,0.723,76.06,720.21,0.36,4628,-29.551,-51.593
2010,BUTIÁ,RS,Sul,0.689,0.558,0.848,0.691,75.85,590.45,0.47,20298,-30.12,-51.962
2010,CAÇAPAVA DO SUL,RS,Sul,0.704,0.585,0.855,0.699,76.27,618.98,0.48,33171,-30.512,-53.491
2010,CACEQUI,RS,Sul,0.7,0.626,0.807,0.68,73.39,550.88,0.52,13538,-29.884,-54.825
2010,CACHOEIRA DO SUL,RS,Sul,0.742,0.648,0.854,0.739,76.22,793.67,0.54,82759,-30.039,-52.894
2010,CACHOEIRINHA,RS,Sul,0.757,0.675,0.857,0.749,76.42,844.04,0.44,117553,-29.951,-51.094
2010,CACIQUE DOBLE,RS,Sul,0.662,0.528,0.81,0.677,73.57,539.67,0.51,4843,-27.77,-51.66
2010,CAIBATÉ,RS,Sul,0.719,0.611,0.857,0.709,76.39,659.58,0.48,4939,-28.288,-54.638
2010,CAIÇARA,RS,Sul,0.699,0.58,0.817,0.721,74,712.77,0.47,5029,-27.274,-53.432
2010,CAMAQUÃ,RS,Sul,0.697,0.578,0.819,0.715,74.14,686.36,0.48,61939,-30.851,-51.812
2010,CAMARGO,RS,Sul,0.736,0.612,0.854,0.762,76.25,916.32,0.39,2590,-28.587,-52.202
2010,CAMBARÁ DO SUL,RS,Sul,0.697,0.574,0.838,0.705,75.25,643.45,0.45,6503,-29.048,-50.145
2010,CAMPESTRE DA SERRA,RS,Sul,0.706,0.557,0.886,0.713,78.13,675.91,0.31,3227,-28.795,-51.093
2010,CAMPINA DAS MISSÕES,RS,Sul,0.738,0.677,0.849,0.698,75.91,615.85,0.41,6091,-27.989,-54.839
2010,CAMPINAS DO SUL,RS,Sul,0.76,0.691,0.842,0.753,75.49,869.1,0.46,5494,-27.716,-52.628
2010,CAMPO BOM,RS,Sul,0.745,0.643,0.852,0.755,76.11,879.65,0.43,59564,-29.679,-51.053
2010,CAMPO NOVO,RS,Sul,0.703,0.593,0.866,0.677,76.94,539.04,0.48,5429,-27.675,-53.803
2010,CAMPOS BORGES,RS,Sul,0.708,0.616,0.819,0.704,74.16,637.46,0.46,3492,-28.886,-52.999
2010,CANDELÁRIA,RS,Sul,0.674,0.521,0.842,0.699,75.49,620.92,0.46,29720,-29.669,-52.789
2010,CÂNDIDO GODÓI,RS,Sul,0.728,0.627,0.853,0.72,76.17,706.19,0.45,6515,-27.952,-54.752
2010,CANDIOTA,RS,Sul,0.698,0.562,0.86,0.704,76.57,638.77,0.51,8637,-31.558,-53.673
2010,CANELA,RS,Sul,0.748,0.667,0.849,0.738,75.92,787.78,0.48,38874,-29.366,-50.816
2010,CANGUÇU,RS,Sul,0.65,0.491,0.819,0.683,74.15,562.54,0.49,51468,-31.395,-52.676
2010,CANOAS,RS,Sul,0.75,0.636,0.864,0.768,76.83,952.13,0.51,322895,-29.918,-51.184
2010,CANUDOS DO VALE,RS,Sul,0.713,0.574,0.84,0.751,75.38,854.58,0.49,1753,-29.323,-52.234
2010,CAPÃO BONITO DO SUL,RS,Sul,0.637,0.507,0.779,0.654,71.73,468.49,0.52,1663,-28.128,-51.395
2010,CAPÃO DA CANOA,RS,Sul,0.743,0.637,0.852,0.756,76.11,884.47,0.51,41830,-29.761,-50.03
2010,CAPÃO DO CIPÓ,RS,Sul,0.672,0.552,0.86,0.639,76.61,426.09,0.51,3017,-28.925,-54.692
2010,CAPÃO DO LEÃO,RS,Sul,0.637,0.48,0.814,0.662,73.81,493.36,0.43,24202,-31.763,-52.484
2010,CAPIVARI DO SUL,RS,Sul,0.766,0.668,0.836,0.805,75.17,1196.47,0.68,3851,-30.145,-50.515
2010,CAPELA DE SANTANA,RS,Sul,0.661,0.525,0.816,0.675,73.93,533.88,0.39,11607,-29.7,-51.325
2010,CAPITÃO,RS,Sul,0.746,0.661,0.842,0.747,75.49,835.57,0.38,2631,-29.269,-51.989
2010,CARAZINHO,RS,Sul,0.766,0.707,0.84,0.756,75.42,881.73,0.51,58783,-28.284,-52.786
2010,CARAÁ,RS,Sul,0.652,0.505,0.83,0.661,74.79,490.65,0.39,7258,-29.79,-50.435
2010,CARLOS BARBOSA,RS,Sul,0.796,0.724,0.835,0.835,75.07,1446.56,0.51,25016,-29.298,-51.504
2010,CARLOS GOMES,RS,Sul,0.739,0.622,0.886,0.732,78.14,761.35,0.43,1601,-27.718,-51.914
2010,CASCA,RS,Sul,0.785,0.733,0.847,0.778,75.81,1011.38,0.41,8625,-28.561,-51.978
2010,CASEIROS,RS,Sul,0.703,0.6,0.833,0.696,74.99,606.99,0.47,2980,-28.269,-51.69
2010,CATUÍPE,RS,Sul,0.739,0.627,0.842,0.763,75.52,920.96,0.56,9302,-28.25,-54.012
2010,CAXIAS DO SUL,RS,Sul,0.782,0.686,0.86,0.812,76.58,1253.93,0.48,433247,-29.168,-51.179
2010,CENTENÁRIO,RS,Sul,0.701,0.569,0.856,0.707,76.36,651.77,0.46,2930,-27.761,-51.999
2010,CERRITO,RS,Sul,0.649,0.504,0.824,0.657,74.41,476.66,0.48,6268,-31.856,-52.813
2010,CERRO BRANCO,RS,Sul,0.661,0.527,0.816,0.671,73.93,519.95,0.41,4425,-29.654,-52.934
2010,CERRO GRANDE,RS,Sul,0.674,0.563,0.803,0.676,73.19,538.45,0.49,2405,-27.606,-53.167
2010,CERRO GRANDE DO SUL,RS,Sul,0.66,0.499,0.855,0.673,76.28,527.88,0.5,10067,-30.59,-51.739
2010,CERRO LARGO,RS,Sul,0.764,0.698,0.849,0.752,75.91,862.05,0.47,13046,-28.149,-54.738
2010,CHAPADA,RS,Sul,0.757,0.679,0.849,0.752,75.95,860.15,0.46,9346,-28.055,-53.068
2010,CHARQUEADAS,RS,Sul,0.747,0.659,0.87,0.726,77.22,734.59,0.43,30581,-29.955,-51.625
2010,CHARRUA,RS,Sul,0.62,0.385,0.885,0.699,78.12,618.89,0.51,3465,-27.952,-52.015
2010,CHIAPETTA,RS,Sul,0.732,0.657,0.85,0.702,75.98,632.18,0.49,4021,-27.923,-53.941
2010,CHUÍ,RS,Sul,0.706,0.658,0.792,0.676,72.52,535.86,0.48,5829,-33.691,-53.457
2010,CHUVISCA,RS,Sul,0.616,0.437,0.818,0.655,74.1,471.66,0.46,4854,-30.758,-51.978
2010,CIDREIRA,RS,Sul,0.729,0.625,0.848,0.73,75.89,750.55,0.49,12618,-30.161,-50.234
2010,CIRÍACO,RS,Sul,0.719,0.6,0.855,0.724,76.31,725.12,0.45,4893,-28.344,-51.876
2010,COLINAS,RS,Sul,0.765,0.678,0.84,0.786,75.38,1066.39,0.47,2416,-29.388,-51.87
2010,COLORADO,RS,Sul,0.758,0.674,0.835,0.775,75.07,996.93,0.51,3538,-28.524,-52.994
2010,CONDOR,RS,Sul,0.747,0.666,0.852,0.735,76.1,777.62,0.49,6515,-28.208,-53.487
2010,CONSTANTINA,RS,Sul,0.754,0.668,0.885,0.726,78.12,732.39,0.45,9741,-27.735,-52.992
2010,COQUEIRO BAIXO,RS,Sul,0.692,0.532,0.886,0.703,78.14,634.31,0.41,1467,-29.178,-52.093
2010,COQUEIROS DO SUL,RS,Sul,0.746,0.614,0.84,0.806,75.42,1208.56,0.53,2439,-28.119,-52.783
2010,CORONEL BARROS,RS,Sul,0.744,0.61,0.852,0.793,76.11,1112.14,0.53,2451,-28.383,-54.066
2010,CORONEL BICACO,RS,Sul,0.665,0.55,0.803,0.667,73.19,509.04,0.51,7675,-27.716,-53.701
2010,CORONEL PILAR,RS,Sul,0.727,0.6,0.835,0.766,75.07,942.36,0.36,1722,-29.273,-51.687
2010,COTIPORÃ,RS,Sul,0.741,0.636,0.835,0.767,75.07,943.48,0.39,3899,-28.994,-51.696
2010,COXILHA,RS,Sul,0.706,0.586,0.866,0.693,76.93,596.9,0.49,2753,-28.127,-52.296
2010,CRISSIUMAL,RS,Sul,0.712,0.616,0.835,0.702,75.11,630.54,0.41,13919,-27.5,-54.101
2010,CRISTAL,RS,Sul,0.644,0.471,0.826,0.687,74.57,575.45,0.45,7204,-31.003,-52.05
2010,CRISTAL DO SUL,RS,Sul,0.66,0.542,0.826,0.641,74.56,430.67,0.45,2826,-27.454,-53.246
2010,CRUZ ALTA,RS,Sul,0.75,0.653,0.858,0.754,76.49,871.81,0.53,62185,-28.639,-53.606
2010,CRUZALTENSE,RS,Sul,0.719,0.605,0.849,0.724,75.92,723.18,0.45,2094,-27.668,-52.649
2010,CRUZEIRO DO SUL,RS,Sul,0.723,0.607,0.833,0.746,74.98,832.23,0.41,12229,-29.513,-51.985
2010,DAVID CANABARRO,RS,Sul,0.762,0.688,0.87,0.74,77.2,798.91,0.44,4683,-28.388,-51.848
2010,DERRUBADAS,RS,Sul,0.707,0.628,0.846,0.664,75.74,497.31,0.55,3154,-27.265,-53.861
2010,DEZESSEIS DE NOVEMBRO,RS,Sul,0.654,0.553,0.809,0.625,73.55,391.3,0.48,2846,-28.213,-55.068
2010,DILERMANDO DE AGUIAR,RS,Sul,0.648,0.463,0.864,0.681,76.85,553.74,0.58,3058,-29.706,-54.208
2010,DOIS IRMÃOS,RS,Sul,0.743,0.633,0.848,0.763,75.87,921.37,0.38,27406,-29.58,-51.085
2010,DOIS IRMÃOS DAS MISSÕES,RS,Sul,0.67,0.585,0.797,0.646,72.81,446.59,0.5,2038,-27.659,-53.531
2010,DOIS LAJEADOS,RS,Sul,0.757,0.67,0.837,0.775,75.19,992.68,0.34,3278,-28.984,-51.836
2010,DOM FELICIANO,RS,Sul,0.587,0.39,0.818,0.633,74.1,409.72,0.48,13759,-30.704,-52.108
2010,DOM PEDRO DE ALCÂNTARA,RS,Sul,0.691,0.577,0.82,0.697,74.21,611.05,0.43,2542,-29.369,-49.85
2010,DOM PEDRITO,RS,Sul,0.708,0.585,0.848,0.715,75.88,686.15,0.54,38483,-30.983,-54.673
2010,DONA FRANCISCA,RS,Sul,0.697,0.568,0.831,0.718,74.84,698.57,0.46,3387,-29.622,-53.357
2010,DOUTOR MAURÍCIO CARDOSO,RS,Sul,0.706,0.593,0.84,0.707,75.41,652.63,0.47,5192,-27.506,-54.361
2010,DOUTOR RICARDO,RS,Sul,0.724,0.593,0.855,0.749,76.3,843.35,0.38,2017,-29.086,-51.992
2010,ELDORADO DO SUL,RS,Sul,0.717,0.609,0.844,0.717,75.66,692,0.46,34077,-30.084,-51.616
2010,ENCANTADO,RS,Sul,0.767,0.687,0.858,0.764,76.5,931.47,0.42,20415,-29.236,-51.87
2010,ENCRUZILHADA DO SUL,RS,Sul,0.657,0.478,0.875,0.677,77.5,539,0.52,23877,-30.544,-52.522
2010,ENGENHO VELHO,RS,Sul,0.717,0.611,0.821,0.735,74.23,775.44,0.55,1525,-27.708,-52.913
2010,ENTRE-IJUÍS,RS,Sul,0.68,0.548,0.829,0.692,74.74,594.67,0.47,8808,-28.36,-54.268
2010,ENTRE RIOS DO SUL,RS,Sul,0.703,0.572,0.857,0.709,76.4,657.86,0.45,3074,-27.528,-52.733
2010,EREBANGO,RS,Sul,0.712,0.626,0.837,0.689,75.24,583.76,0.47,2956,-27.855,-52.302
2010,ERECHIM,RS,Sul,0.776,0.716,0.833,0.782,74.95,1038.39,0.48,95196,-27.634,-52.274
2010,ERNESTINA,RS,Sul,0.716,0.612,0.854,0.703,76.25,634.28,0.43,3068,-28.499,-52.573
2010,HERVAL,RS,Sul,0.687,0.527,0.843,0.73,75.59,752.24,0.68,6594,-32.024,-53.396
2010,ERVAL GRANDE,RS,Sul,0.681,0.501,0.885,0.713,78.12,677.58,0.5,5128,-27.391,-52.571
2010,ERVAL SECO,RS,Sul,0.685,0.589,0.821,0.666,74.28,505.57,0.52,7782,-27.549,-53.504
2010,ESMERALDA,RS,Sul,0.68,0.569,0.827,0.669,74.64,514.34,0.45,3145,-28.054,-51.19
2010,ESPERANÇA DO SUL,RS,Sul,0.661,0.55,0.788,0.665,72.25,502.89,0.43,3223,-27.355,-53.992
2010,ESPUMOSO,RS,Sul,0.765,0.677,0.884,0.747,78.04,834.66,0.49,15049,-28.725,-52.85
2010,ESTAÇÃO,RS,Sul,0.753,0.674,0.843,0.752,75.55,862.69,0.46,6011,-27.911,-52.26
2010,ESTÂNCIA VELHA,RS,Sul,0.757,0.652,0.887,0.749,78.23,848.45,0.42,42455,-29.648,-51.174
2010,ESTEIO,RS,Sul,0.754,0.662,0.843,0.769,75.57,955.86,0.48,80474,-29.861,-51.179
2010,ESTRELA,RS,Sul,0.767,0.684,0.85,0.776,75.97,1002.78,0.42,30512,-29.502,-51.966
2010,ESTRELA VELHA,RS,Sul,0.679,0.56,0.792,0.707,72.5,650.28,0.49,3611,-29.177,-53.159
2010,EUGÊNIO DE CASTRO,RS,Sul,0.712,0.584,0.885,0.697,78.11,613.5,0.5,2750,-28.525,-54.149
2010,FAGUNDES VARELA,RS,Sul,0.763,0.674,0.852,0.773,76.14,981.99,0.35,2579,-28.881,-51.698
2010,FARROUPILHA,RS,Sul,0.777,0.696,0.861,0.783,76.68,1045.05,0.43,63310,-29.225,-51.348
2010,FAXINAL DO SOTURNO,RS,Sul,0.72,0.597,0.854,0.732,76.21,760.86,0.47,6648,-29.575,-53.445
2010,FAXINALZINHO,RS,Sul,0.666,0.571,0.801,0.646,73.03,445.67,0.43,2495,-27.424,-52.673
2010,FAZENDA VILANOVA,RS,Sul,0.698,0.557,0.841,0.726,75.45,734.82,0.44,3688,-29.589,-51.825
2010,FELIZ,RS,Sul,0.75,0.658,0.847,0.758,75.8,897.05,0.37,12329,-29.451,-51.306
2010,FLORES DA CUNHA,RS,Sul,0.754,0.642,0.849,0.786,75.95,1062.06,0.44,27005,-29.029,-51.182
2010,FLORIANO PEIXOTO,RS,Sul,0.663,0.486,0.854,0.701,76.23,626.67,0.44,1994,-27.861,-52.084
2010,FONTOURA XAVIER,RS,Sul,0.661,0.532,0.812,0.668,73.69,511.46,0.53,10395,-28.983,-52.346
2010,FORMIGUEIRO,RS,Sul,0.682,0.549,0.838,0.69,75.3,586.75,0.51,6898,-30,-53.499
2010,FORQUETINHA,RS,Sul,0.683,0.484,0.886,0.743,78.13,812.72,0.38,2479,-29.382,-52.091
2010,FORTALEZA DOS VALOS,RS,Sul,0.756,0.663,0.837,0.779,75.23,1021.84,0.62,4559,-28.797,-53.223
2010,FREDERICO WESTPHALEN,RS,Sul,0.76,0.688,0.846,0.754,75.76,875.03,0.47,28494,-27.359,-53.394
2010,GARIBALDI,RS,Sul,0.786,0.688,0.856,0.825,76.35,1355.37,0.51,30501,-29.256,-51.534
2010,GARRUCHOS,RS,Sul,0.671,0.553,0.833,0.657,74.96,476.17,0.52,3197,-28.184,-55.639
2010,GAURAMA,RS,Sul,0.738,0.643,0.852,0.733,76.09,765.58,0.43,5836,-27.584,-52.094
2010,GENERAL CÂMARA,RS,Sul,0.686,0.552,0.832,0.704,74.92,640.45,0.49,8398,-29.905,-51.76
2010,GENTIL,RS,Sul,0.733,0.643,0.863,0.71,76.76,662.04,0.43,1668,-28.43,-52.036
2010,GETÚLIO VARGAS,RS,Sul,0.746,0.658,0.843,0.747,75.55,837.17,0.45,15983,-27.89,-52.228
2010,GIRUÁ,RS,Sul,0.721,0.629,0.842,0.707,75.52,653.18,0.53,16813,-28.028,-54.35
2010,GLORINHA,RS,Sul,0.714,0.593,0.859,0.716,76.54,686.99,0.41,6835,-29.881,-50.767
2010,GRAMADO,RS,Sul,0.764,0.662,0.861,0.783,76.64,1045.52,0.48,31974,-29.379,-50.874
2010,GRAMADO DOS LOUREIROS,RS,Sul,0.685,0.584,0.832,0.662,74.91,491.1,0.5,2251,-27.444,-52.918
2010,GRAMADO XAVIER,RS,Sul,0.634,0.473,0.792,0.681,72.5,552.44,0.54,3724,-29.268,-52.579
2010,GRAVATAÍ,RS,Sul,0.736,0.636,0.862,0.727,76.74,737.29,0.44,254877,-29.944,-50.992
2010,GUABIJU,RS,Sul,0.758,0.612,0.857,0.831,76.4,1408.71,0.55,1598,-28.541,-51.69
2010,GUAÍBA,RS,Sul,0.73,0.639,0.833,0.732,74.99,758.83,0.47,94992,-30.114,-51.325
2010,GUAPORÉ,RS,Sul,0.765,0.685,0.837,0.781,75.22,1035.41,0.42,22658,-28.846,-51.89
2010,GUARANI DAS MISSÕES,RS,Sul,0.737,0.665,0.863,0.698,76.75,615.87,0.42,8031,-28.141,-54.558
2010,HARMONIA,RS,Sul,0.749,0.668,0.841,0.748,75.47,840.55,0.36,4241,-29.548,-51.426
2010,HERVEIRAS,RS,Sul,0.616,0.441,0.792,0.67,72.5,516.11,0.41,2943,-29.407,-52.653
2010,HORIZONTINA,RS,Sul,0.783,0.716,0.858,0.782,76.47,1037.04,0.49,18274,-27.626,-54.308
2010,HULHA NEGRA,RS,Sul,0.643,0.512,0.796,0.653,72.75,465.17,0.54,5638,-31.404,-53.869
2010,HUMAITÁ,RS,Sul,0.738,0.657,0.837,0.732,75.21,759.99,0.42,4905,-27.563,-53.974
2010,IBARAMA,RS,Sul,0.652,0.511,0.792,0.686,72.5,572.6,0.43,4322,-29.419,-53.135
2010,IBIAÇÁ,RS,Sul,0.739,0.593,0.888,0.766,78.28,940.93,0.43,4701,-28.057,-51.855
2010,IBIRAIARAS,RS,Sul,0.724,0.615,0.835,0.739,75.09,795,0.44,7121,-28.37,-51.636
2010,IBIRAPUITÃ,RS,Sul,0.638,0.463,0.828,0.678,74.66,544.81,0.52,4022,-28.624,-52.511
2010,IBIRUBÁ,RS,Sul,0.765,0.671,0.848,0.786,75.88,1062.3,0.49,19170,-28.628,-53.09
2010,IGREJINHA,RS,Sul,0.721,0.571,0.876,0.749,77.53,848.23,0.44,31455,-29.574,-50.79
2010,IJUÍ,RS,Sul,0.781,0.707,0.858,0.786,76.48,1066.65,0.57,77858,-28.388,-53.915
2010,ILÓPOLIS,RS,Sul,0.73,0.595,0.866,0.756,76.94,884.57,0.48,4036,-28.927,-52.124
2010,IMBÉ,RS,Sul,0.764,0.638,0.847,0.825,75.82,1359.66,0.68,17604,-29.975,-50.128
2010,IMIGRANTE,RS,Sul,0.743,0.635,0.844,0.764,75.61,928,0.35,3012,-29.355,-51.777
2010,INDEPENDÊNCIA,RS,Sul,0.693,0.576,0.813,0.711,73.8,665.99,0.48,6555,-27.833,-54.188
2010,INHACORÁ,RS,Sul,0.673,0.585,0.807,0.647,73.43,448.48,0.43,2267,-27.883,-54.017
2010,IPÊ,RS,Sul,0.728,0.618,0.831,0.751,74.88,856.32,0.45,5954,-28.82,-51.279
2010,IPIRANGA DO SUL,RS,Sul,0.791,0.698,0.866,0.818,76.94,1301.23,0.48,1943,-27.937,-52.426
2010,IRAÍ,RS,Sul,0.691,0.59,0.819,0.684,74.12,564.49,0.54,7732,-27.194,-53.251
2010,ITAARA,RS,Sul,0.76,0.687,0.841,0.761,75.46,913.96,0.61,4994,-29.61,-53.765
2010,ITACURUBI,RS,Sul,0.657,0.509,0.804,0.692,73.25,593.23,0.61,3393,-28.787,-55.251
2010,ITAPUCA,RS,Sul,0.664,0.495,0.834,0.709,75.02,660.33,0.4,2340,-28.78,-52.172
2010,ITAQUI,RS,Sul,0.713,0.626,0.843,0.687,75.6,576.71,0.51,37856,-29.125,-56.553
2010,ITATI,RS,Sul,0.669,0.524,0.827,0.692,74.61,592.8,0.47,2546,-29.488,-50.105
2010,ITATIBA DO SUL,RS,Sul,0.681,0.567,0.801,0.696,73.03,607.67,0.49,4137,-27.387,-52.453
2010,IVORÁ,RS,Sul,0.724,0.602,0.886,0.712,78.13,670.27,0.44,2141,-29.52,-53.581
2010,IVOTI,RS,Sul,0.784,0.729,0.848,0.78,75.88,1025.02,0.44,19764,-29.591,-51.161
2010,JABOTICABA,RS,Sul,0.658,0.547,0.82,0.636,74.2,419.41,0.53,4040,-27.631,-53.277
2010,JACUIZINHO,RS,Sul,0.662,0.487,0.817,0.73,73.99,750.68,0.72,2413,-29.034,-53.059
2010,JACUTINGA,RS,Sul,0.726,0.636,0.855,0.703,76.3,636.24,0.39,3607,-27.729,-52.535
2010,JAGUARÃO,RS,Sul,0.707,0.608,0.832,0.698,74.89,616.82,0.49,27698,-32.566,-53.376
2010,JAGUARI,RS,Sul,0.712,0.567,0.866,0.734,76.93,772.25,0.51,11131,-29.497,-54.69
2010,JAQUIRANA,RS,Sul,0.614,0.475,0.779,0.626,71.73,392.53,0.43,4143,-28.885,-50.358
2010,JARI,RS,Sul,0.631,0.473,0.836,0.636,75.14,418.18,0.56,3224,-29.291,-54.224
2010,JÓIA,RS,Sul,0.686,0.572,0.841,0.671,75.48,521.7,0.53,8026,-28.647,-54.122
2010,JÚLIO DE CASTILHOS,RS,Sul,0.716,0.602,0.833,0.733,74.96,765.91,0.59,19313,-29.227,-53.682
2010,LAGOA BONITA DO SUL,RS,Sul,0.67,0.539,0.801,0.696,73.05,608.88,0.43,2642,-29.489,-53.013
2010,LAGOÃO,RS,Sul,0.643,0.505,0.822,0.641,74.34,432.78,0.43,6021,-29.235,-52.796
2010,LAGOA DOS TRÊS CANTOS,RS,Sul,0.789,0.754,0.852,0.765,76.14,933.6,0.43,1598,-28.571,-52.858
2010,LAGOA VERMELHA,RS,Sul,0.738,0.62,0.885,0.734,78.1,771.47,0.5,27240,-28.209,-51.526
2010,LAJEADO,RS,Sul,0.778,0.704,0.84,0.796,75.41,1130.85,0.46,70809,-29.467,-51.961
2010,LAJEADO DO BUGRE,RS,Sul,0.613,0.465,0.822,0.604,74.33,343.1,0.49,2418,-27.689,-53.182
2010,LAVRAS DO SUL,RS,Sul,0.699,0.577,0.868,0.683,77.05,559.67,0.5,7626,-30.813,-53.895
2010,LIBERATO SALZANO,RS,Sul,0.685,0.583,0.81,0.68,73.59,551.91,0.43,5751,-27.6,-53.073
2010,LINDOLFO COLLOR,RS,Sul,0.712,0.601,0.842,0.712,75.5,672.81,0.37,5217,-29.597,-51.209
2010,LINHA NOVA,RS,Sul,0.749,0.662,0.846,0.751,75.73,857.79,0.36,1622,-29.468,-51.201
2010,MACHADINHO,RS,Sul,0.692,0.577,0.807,0.711,73.39,669.6,0.5,5443,-27.567,-51.668
2010,MAÇAMBARÁ,RS,Sul,0.684,0.58,0.832,0.664,74.89,499.71,0.5,4651,-29.143,-56.065
2010,MAMPITUBA,RS,Sul,0.649,0.517,0.813,0.65,73.8,456.27,0.46,3003,-29.211,-49.935
2010,MANOEL VIANA,RS,Sul,0.655,0.534,0.766,0.686,70.96,570.72,0.52,6991,-29.589,-55.483
2010,MAQUINÉ,RS,Sul,0.682,0.519,0.88,0.695,77.77,604.04,0.43,6880,-29.675,-50.207
2010,MARATÁ,RS,Sul,0.697,0.54,0.862,0.729,76.74,745.31,0.34,2509,-29.549,-51.554
2010,MARAU,RS,Sul,0.774,0.699,0.857,0.773,76.44,980.92,0.44,36186,-28.449,-52.2
2010,MARCELINO RAMOS,RS,Sul,0.724,0.618,0.834,0.735,75.03,777.41,0.47,5059,-27.462,-51.906
2010,MARIANA PIMENTEL,RS,Sul,0.701,0.568,0.866,0.701,76.94,628.63,0.46,3717,-30.353,-51.583
2010,MARIANO MORO,RS,Sul,0.73,0.604,0.843,0.763,75.55,925.46,0.47,2205,-27.354,-52.147
2010,MARQUES DE SOUZA,RS,Sul,0.687,0.515,0.849,0.743,75.94,817.11,0.42,4042,-29.328,-52.093
2010,MATA,RS,Sul,0.656,0.529,0.807,0.66,73.39,484.75,0.46,4992,-29.566,-54.46
2010,MATO CASTELHANO,RS,Sul,0.727,0.608,0.839,0.752,75.34,862.71,0.56,2373,-28.278,-52.192
2010,MATO LEITÃO,RS,Sul,0.746,0.676,0.853,0.721,76.16,708.43,0.36,3861,-29.524,-52.129
2010,MATO QUEIMADO,RS,Sul,0.717,0.603,0.87,0.702,77.22,629.4,0.43,1791,-28.256,-54.616
2010,MAXIMILIANO DE ALMEIDA,RS,Sul,0.699,0.591,0.825,0.699,74.48,620.58,0.44,4888,-27.632,-51.803
2010,MINAS DO LEÃO,RS,Sul,0.681,0.514,0.826,0.743,74.55,815.23,0.62,7625,-30.127,-52.048
2010,MIRAGUAÍ,RS,Sul,0.725,0.613,0.837,0.744,75.21,820.8,0.66,4795,-27.494,-53.686
2010,MONTAURI,RS,Sul,0.764,0.662,0.852,0.79,76.11,1091.01,0.35,1534,-28.652,-52.07
2010,MONTE ALEGRE DOS CAMPOS,RS,Sul,0.65,0.501,0.822,0.667,74.29,508.71,0.55,2978,-28.683,-50.783
2010,MONTE BELO DO SUL,RS,Sul,0.752,0.663,0.852,0.752,76.13,861.81,0.33,2643,-29.163,-51.632
2010,MONTENEGRO,RS,Sul,0.755,0.654,0.866,0.761,76.94,914.23,0.5,58524,-29.689,-51.461
2010,MORMAÇO,RS,Sul,0.714,0.576,0.86,0.735,76.59,775.77,0.57,2726,-28.692,-52.692
2010,MORRINHOS DO SUL,RS,Sul,0.711,0.593,0.842,0.72,75.51,705.78,0.47,3182,-29.365,-49.935
2010,MORRO REDONDO,RS,Sul,0.702,0.557,0.864,0.719,76.84,701.43,0.51,6175,-31.588,-52.633
2010,MORRO REUTER,RS,Sul,0.743,0.653,0.858,0.733,76.5,767.55,0.32,5659,-29.538,-51.081
2010,MOSTARDAS,RS,Sul,0.664,0.493,0.849,0.701,75.94,627.16,0.55,12068,-31.107,-50.921
